trial,inSync,response,isFeedback,srcFile,day,session
0,0,1,0,sub25bl,,bl
1,0,1,0,sub25bl,,bl
2,1,0,0,sub25bl,,bl
3,1,0,0,sub25bl,,bl
4,0,0,0,sub25bl,,bl
5,1,0,0,sub25bl,,bl
6,1,0,0,sub25bl,,bl
7,1,1,0,sub25bl,,bl
8,0,0,0,sub25bl,,bl
9,0,0,0,sub25bl,,bl
10,0,1,0,sub25bl,,bl
11,1,1,0,sub25bl,,bl
12,0,1,0,sub25bl,,bl
13,1,1,0,sub25bl,,bl
14,1,0,0,sub25bl,,bl
15,0,0,0,sub25bl,,bl
16,1,0,0,sub25bl,,bl
17,0,0,0,sub25bl,,bl
18,0,0,0,sub25bl,,bl
19,1,1,0,sub25bl,,bl
20,1,0,0,sub25bl,,bl
21,1,0,0,sub25bl,,bl
22,1,0,0,sub25bl,,bl
23,0,0,0,sub25bl,,bl
24,0,0,0,sub25bl,,bl
25,0,1,0,sub25bl,,bl
26,0,1,0,sub25MA,,MA
27,0,0,0,sub25MA,,MA
28,1,1,0,sub25MA,,MA
29,0,0,0,sub25MA,,MA
30,0,0,0,sub25MA,,MA
31,0,1,0,sub25MA,,MA
32,1,1,0,sub25MA,,MA
33,1,1,0,sub25MA,,MA
34,0,1,0,sub25MA,,MA
35,1,1,0,sub25MA,,MA
36,0,1,0,sub25MA,,MA
37,1,0,0,sub25MA,,MA
38,0,0,0,sub25MA,,MA
39,1,0,0,sub25MA,,MA
40,0,0,0,sub25MA,,MA
41,1,1,0,sub25MA,,MA
42,0,0,0,sub25MA,,MA
43,0,0,0,sub25MA,,MA
44,1,1,0,sub25MA,,MA
45,1,1,0,sub25MA,,MA
46,1,1,0,sub25MA,,MA
47,1,0,0,sub25MA,,MA
48,0,0,0,sub25MA,,MA
49,1,1,0,sub25MA,,MA
50,0,0,0,sub25MA,,MA
51,1,0,0,sub25MA,,MA
52,1,1,0,sub25exit,,exit
53,0,1,0,sub25exit,,exit
54,0,0,0,sub25exit,,exit
55,1,1,0,sub25exit,,exit
56,1,1,0,sub25exit,,exit
57,0,0,0,sub25exit,,exit
58,1,1,0,sub25exit,,exit
59,1,1,0,sub25exit,,exit
60,0,0,0,sub25exit,,exit
61,0,0,0,sub25exit,,exit
62,0,0,0,sub25exit,,exit
63,0,1,0,sub25exit,,exit
64,0,0,0,sub25exit,,exit
65,0,1,0,sub25exit,,exit
66,1,1,0,sub25exit,,exit
67,1,1,0,sub25exit,,exit
68,0,1,0,sub25exit,,exit
69,0,0,0,sub25exit,,exit
70,1,0,0,sub25exit,,exit
71,0,0,0,sub25exit,,exit
72,1,1,0,sub25exit,,exit
73,1,0,0,sub25exit,,exit
74,1,1,0,sub25exit,,exit
75,1,1,0,sub25exit,,exit
76,1,1,0,sub25exit,,exit
77,0,0,0,sub25exit,,exit
