trial,inSync,response,isFeedback,srcFile,day,session
0,1,1,0,sub27bl,,bl
1,1,1,0,sub27bl,,bl
2,1,0,0,sub27bl,,bl
3,0,1,0,sub27bl,,bl
4,0,0,0,sub27bl,,bl
5,0,0,0,sub27bl,,bl
6,0,0,0,sub27bl,,bl
7,1,1,0,sub27bl,,bl
8,1,1,0,sub27bl,,bl
9,0,1,0,sub27bl,,bl
10,1,0,0,sub27bl,,bl
11,1,1,0,sub27bl,,bl
12,1,0,0,sub27bl,,bl
13,1,0,0,sub27bl,,bl
14,1,0,0,sub27bl,,bl
15,0,0,0,sub27bl,,bl
16,0,0,0,sub27bl,,bl
17,1,1,0,sub27bl,,bl
18,0,1,0,sub27bl,,bl
19,0,1,0,sub27bl,,bl
20,0,1,0,sub27bl,,bl
21,0,0,0,sub27bl,,bl
22,1,0,0,sub27bl,,bl
23,0,1,0,sub27bl,,bl
24,0,1,0,sub27bl,,bl
25,1,1,0,sub27bl,,bl
26,0,0,0,sub27MA,,MA
27,1,1,0,sub27MA,,MA
28,0,0,0,sub27MA,,MA
29,1,0,0,sub27MA,,MA
30,1,1,0,sub27MA,,MA
31,1,1,0,sub27MA,,MA
32,1,0,0,sub27MA,,MA
33,0,1,0,sub27MA,,MA
34,1,1,0,sub27MA,,MA
35,1,1,0,sub27MA,,MA
36,0,0,0,sub27MA,,MA
37,0,1,0,sub27MA,,MA
38,1,0,0,sub27MA,,MA
39,0,0,0,sub27MA,,MA
40,0,0,0,sub27MA,,MA
41,0,1,0,sub27MA,,MA
42,1,1,0,sub27MA,,MA
43,1,1,0,sub27MA,,MA
44,0,0,0,sub27MA,,MA
45,0,0,0,sub27MA,,MA
46,0,0,0,sub27MA,,MA
47,1,0,0,sub27MA,,MA
48,0,1,0,sub27MA,,MA
49,1,1,0,sub27MA,,MA
50,0,1,0,sub27MA,,MA
51,1,1,0,sub27MA,,MA
52,0,1,0,sub27exit,,exit
53,0,1,0,sub27exit,,exit
54,1,1,0,sub27exit,,exit
55,0,0,0,sub27exit,,exit
56,0,0,0,sub27exit,,exit
57,0,0,0,sub27exit,,exit
58,0,1,0,sub27exit,,exit
59,1,1,0,sub27exit,,exit
60,0,0,0,sub27exit,,exit
61,1,0,0,sub27exit,,exit
62,1,1,0,sub27exit,,exit
63,0,0,0,sub27exit,,exit
64,0,0,0,sub27exit,,exit
65,1,1,0,sub27exit,,exit
66,1,1,0,sub27exit,,exit
67,0,1,0,sub27exit,,exit
68,1,1,0,sub27exit,,exit
69,1,1,0,sub27exit,,exit
70,1,1,0,sub27exit,,exit
71,0,0,0,sub27exit,,exit
72,1,0,0,sub27exit,,exit
73,1,1,0,sub27exit,,exit
74,0,0,0,sub27exit,,exit
75,1,1,0,sub27exit,,exit
76,1,1,0,sub27exit,,exit
77,0,0,0,sub27exit,,exit
