trial,inSync,response,isFeedback,srcFile,day,session
0,1,1,0,sub05bl,,bl
1,1,1,0,sub05bl,,bl
2,1,0,0,sub05bl,,bl
3,0,0,0,sub05bl,,bl
4,1,1,0,sub05bl,,bl
5,0,1,0,sub05bl,,bl
6,0,0,0,sub05bl,,bl
7,0,0,0,sub05bl,,bl
8,1,1,0,sub05bl,,bl
9,1,1,0,sub05bl,,bl
10,1,0,0,sub05bl,,bl
11,0,0,0,sub05bl,,bl
12,1,0,0,sub05bl,,bl
13,0,0,0,sub05bl,,bl
14,0,1,0,sub05bl,,bl
15,0,0,0,sub05bl,,bl
16,1,0,0,sub05bl,,bl
17,1,0,0,sub05bl,,bl
18,1,0,0,sub05bl,,bl
19,0,0,0,sub05bl,,bl
20,1,1,0,sub05bl,,bl
21,0,0,0,sub05bl,,bl
22,1,1,0,sub05bl,,bl
23,1,1,0,sub05bl,,bl
24,1,0,0,sub05bl,,bl
25,1,1,0,sub05bl,,bl
26,1,1,0,sub05MA,,MA
27,1,1,0,sub05MA,,MA
28,1,1,0,sub05MA,,MA
29,0,0,0,sub05MA,,MA
30,1,1,0,sub05MA,,MA
31,0,0,0,sub05MA,,MA
32,1,1,0,sub05MA,,MA
33,0,0,0,sub05MA,,MA
34,0,0,0,sub05MA,,MA
35,0,0,0,sub05MA,,MA
36,0,0,0,sub05MA,,MA
37,1,1,0,sub05MA,,MA
38,1,1,0,sub05MA,,MA
39,0,0,0,sub05MA,,MA
40,0,0,0,sub05MA,,MA
41,0,0,0,sub05MA,,MA
42,0,1,0,sub05MA,,MA
43,1,1,0,sub05MA,,MA
44,1,1,0,sub05MA,,MA
45,0,0,0,sub05MA,,MA
46,1,1,0,sub05MA,,MA
47,0,0,0,sub05MA,,MA
48,1,1,0,sub05MA,,MA
49,0,0,0,sub05MA,,MA
50,1,1,0,sub05MA,,MA
51,1,1,0,sub05MA,,MA
52,0,0,0,sub05exit,,exit
53,1,1,0,sub05exit,,exit
54,0,0,0,sub05exit,,exit
55,1,1,0,sub05exit,,exit
56,1,1,0,sub05exit,,exit
57,1,1,0,sub05exit,,exit
58,0,0,0,sub05exit,,exit
59,0,0,0,sub05exit,,exit
60,1,1,0,sub05exit,,exit
61,1,1,0,sub05exit,,exit
62,1,1,0,sub05exit,,exit
63,1,1,0,sub05exit,,exit
64,0,0,0,sub05exit,,exit
65,1,1,0,sub05exit,,exit
66,1,1,0,sub05exit,,exit
67,0,0,0,sub05exit,,exit
68,0,0,0,sub05exit,,exit
69,0,0,0,sub05exit,,exit
70,0,0,0,sub05exit,,exit
71,0,0,0,sub05exit,,exit
72,1,1,0,sub05exit,,exit
73,0,0,0,sub05exit,,exit
74,0,0,0,sub05exit,,exit
75,1,1,0,sub05exit,,exit
76,0,0,0,sub05exit,,exit
77,1,1,0,sub05exit,,exit
