trial,inSync,response,isFeedback,srcFile,day,session
0,1,1,0,sub26bl,,bl
1,0,0,0,sub26bl,,bl
2,1,1,0,sub26bl,,bl
3,1,0,0,sub26bl,,bl
4,0,1,0,sub26bl,,bl
5,0,0,0,sub26bl,,bl
6,0,0,0,sub26bl,,bl
7,0,0,0,sub26bl,,bl
8,0,0,0,sub26bl,,bl
9,0,0,0,sub26bl,,bl
10,0,1,0,sub26bl,,bl
11,1,1,0,sub26bl,,bl
12,1,0,0,sub26bl,,bl
13,1,1,0,sub26bl,,bl
14,0,1,0,sub26bl,,bl
15,1,1,0,sub26bl,,bl
16,1,1,0,sub26bl,,bl
17,1,1,0,sub26bl,,bl
18,1,0,0,sub26bl,,bl
19,0,0,0,sub26bl,,bl
20,0,1,0,sub26bl,,bl
21,1,1,0,sub26bl,,bl
22,0,1,0,sub26bl,,bl
23,1,1,0,sub26bl,,bl
24,1,1,0,sub26bl,,bl
25,0,1,0,sub26bl,,bl
26,1,0,0,sub26MA,,MA
27,1,0,0,sub26MA,,MA
28,1,0,0,sub26MA,,MA
29,1,0,0,sub26MA,,MA
30,0,1,0,sub26MA,,MA
31,1,0,0,sub26MA,,MA
32,0,0,0,sub26MA,,MA
33,0,1,0,sub26MA,,MA
34,0,1,0,sub26MA,,MA
35,1,1,0,sub26MA,,MA
36,1,1,0,sub26MA,,MA
37,1,1,0,sub26MA,,MA
38,1,0,0,sub26MA,,MA
39,0,0,0,sub26MA,,MA
40,1,0,0,sub26MA,,MA
41,0,0,0,sub26MA,,MA
42,0,0,0,sub26MA,,MA
43,0,1,0,sub26MA,,MA
44,1,1,0,sub26MA,,MA
45,1,1,0,sub26MA,,MA
46,0,0,0,sub26MA,,MA
47,1,0,0,sub26MA,,MA
48,0,0,0,sub26MA,,MA
49,0,0,0,sub26MA,,MA
50,0,0,0,sub26MA,,MA
51,0,1,0,sub26MA,,MA
52,0,0,0,sub26exit,,exit
53,1,1,0,sub26exit,,exit
54,0,1,0,sub26exit,,exit
55,0,1,0,sub26exit,,exit
56,0,1,0,sub26exit,,exit
57,0,1,0,sub26exit,,exit
58,0,0,0,sub26exit,,exit
59,1,1,0,sub26exit,,exit
60,1,1,0,sub26exit,,exit
61,0,0,0,sub26exit,,exit
62,1,1,0,sub26exit,,exit
63,0,1,0,sub26exit,,exit
64,1,1,0,sub26exit,,exit
65,0,1,0,sub26exit,,exit
66,1,1,0,sub26exit,,exit
67,1,1,0,sub26exit,,exit
68,0,0,0,sub26exit,,exit
69,1,1,0,sub26exit,,exit
70,0,1,0,sub26exit,,exit
71,1,1,0,sub26exit,,exit
72,1,1,0,sub26exit,,exit
73,1,1,0,sub26exit,,exit
74,0,0,0,sub26exit,,exit
75,0,0,0,sub26exit,,exit
76,1,1,0,sub26exit,,exit
77,1,1,0,sub26exit,,exit
