trial,inSync,response,isFeedback,srcFile,day,session
0,0,0,0,sub22bl,,bl
1,0,1,0,sub22bl,,bl
2,0,1,0,sub22bl,,bl
3,1,1,0,sub22bl,,bl
4,1,0,0,sub22bl,,bl
5,0,0,0,sub22bl,,bl
6,0,0,0,sub22bl,,bl
7,0,0,0,sub22bl,,bl
8,1,0,0,sub22bl,,bl
9,0,0,0,sub22bl,,bl
10,0,1,0,sub22bl,,bl
11,0,0,0,sub22bl,,bl
12,1,1,0,sub22bl,,bl
13,1,1,0,sub22bl,,bl
14,1,0,0,sub22bl,,bl
15,0,0,0,sub22bl,,bl
16,1,1,0,sub22bl,,bl
17,1,1,0,sub22bl,,bl
18,1,1,0,sub22bl,,bl
19,0,1,0,sub22bl,,bl
20,0,1,0,sub22bl,,bl
21,1,1,0,sub22bl,,bl
22,1,0,0,sub22bl,,bl
23,1,1,0,sub22bl,,bl
24,0,1,0,sub22bl,,bl
25,1,1,0,sub22bl,,bl
26,0,1,0,sub22MA,,MA
27,0,0,0,sub22MA,,MA
28,0,0,0,sub22MA,,MA
29,1,1,0,sub22MA,,MA
30,1,0,0,sub22MA,,MA
31,0,0,0,sub22MA,,MA
32,1,0,0,sub22MA,,MA
33,1,1,0,sub22MA,,MA
34,1,0,0,sub22MA,,MA
35,1,1,0,sub22MA,,MA
36,1,1,0,sub22MA,,MA
37,0,1,0,sub22MA,,MA
38,0,0,0,sub22MA,,MA
39,1,1,0,sub22MA,,MA
40,0,0,0,sub22MA,,MA
41,1,1,0,sub22MA,,MA
42,0,1,0,sub22MA,,MA
43,0,1,0,sub22MA,,MA
44,0,0,0,sub22MA,,MA
45,1,1,0,sub22MA,,MA
46,1,1,0,sub22MA,,MA
47,0,0,0,sub22MA,,MA
48,1,1,0,sub22MA,,MA
49,0,0,0,sub22MA,,MA
50,1,1,0,sub22MA,,MA
51,0,0,0,sub22MA,,MA
52,0,0,0,sub22exit,,exit
53,0,0,0,sub22exit,,exit
54,0,0,0,sub22exit,,exit
55,0,0,0,sub22exit,,exit
56,1,1,0,sub22exit,,exit
57,0,1,0,sub22exit,,exit
58,0,0,0,sub22exit,,exit
59,1,1,0,sub22exit,,exit
60,0,0,0,sub22exit,,exit
61,0,0,0,sub22exit,,exit
62,1,1,0,sub22exit,,exit
63,1,1,0,sub22exit,,exit
64,0,1,0,sub22exit,,exit
65,0,0,0,sub22exit,,exit
66,1,0,0,sub22exit,,exit
67,1,1,0,sub22exit,,exit
68,1,1,0,sub22exit,,exit
69,0,0,0,sub22exit,,exit
70,1,1,0,sub22exit,,exit
71,1,0,0,sub22exit,,exit
72,1,1,0,sub22exit,,exit
73,1,1,0,sub22exit,,exit
74,1,1,0,sub22exit,,exit
75,1,1,0,sub22exit,,exit
76,0,0,0,sub22exit,,exit
77,0,0,0,sub22exit,,exit
