trial,inSync,response,isFeedback,srcFile,day,session
0,0,1,0,sub191,,bl
1,0,0,0,sub191,,bl
2,1,1,0,sub191,,bl
3,0,0,0,sub191,,bl
4,1,1,0,sub191,,bl
5,1,1,0,sub191,,bl
6,0,0,0,sub191,,bl
7,0,0,0,sub191,,bl
8,0,0,0,sub191,,bl
9,1,0,0,sub191,,bl
10,0,0,0,sub192,,MA
11,0,0,0,sub192,,MA
12,1,1,0,sub192,,MA
13,0,0,0,sub192,,MA
14,1,1,0,sub192,,MA
15,1,1,0,sub192,,MA
16,0,0,0,sub192,,MA
17,0,0,0,sub192,,MA
18,0,0,0,sub192,,MA
19,1,1,0,sub192,,MA
20,0,0,0,sub192,,MA
21,1,1,0,sub192,,MA
22,1,1,0,sub192,,MA
23,1,1,0,sub192,,MA
24,1,1,0,sub192,,MA
25,0,0,0,sub192,,MA
26,1,0,0,sub192,,MA
27,0,0,0,sub192,,MA
28,1,1,0,sub192,,MA
29,0,0,0,sub192,,MA
30,0,0,0,sub193,,exit
31,0,0,0,sub193,,exit
32,1,0,0,sub193,,exit
33,0,0,0,sub193,,exit
34,1,1,0,sub193,,exit
35,1,1,0,sub193,,exit
36,0,0,0,sub193,,exit
37,0,0,0,sub193,,exit
38,0,1,0,sub193,,exit
39,1,1,0,sub193,,exit
40,0,0,0,sub193,,exit
41,1,0,0,sub193,,exit
42,1,1,0,sub193,,exit
43,1,1,0,sub193,,exit
44,1,1,0,sub193,,exit
45,0,0,0,sub193,,exit
46,1,1,0,sub193,,exit
47,0,0,0,sub193,,exit
48,1,1,0,sub193,,exit
49,0,0,0,sub193,,exit
