trial,inSync,response,isFeedback,srcFile,day,session
0,1,0,0,sub221,,bl
1,0,0,0,sub221,,bl
2,0,0,0,sub221,,bl
3,1,1,0,sub221,,bl
4,0,0,0,sub221,,bl
5,0,0,0,sub221,,bl
6,1,0,0,sub221,,bl
7,0,0,0,sub221,,bl
8,0,0,0,sub221,,bl
9,0,0,0,sub221,,bl
10,0,0,0,sub221,,bl
11,1,0,0,sub221,,bl
12,1,0,0,sub221,,bl
13,1,0,0,sub221,,bl
14,1,0,0,sub221,,bl
15,0,0,0,sub221,,bl
16,0,0,0,sub221,,bl
17,0,0,0,sub221,,bl
18,1,0,0,sub221,,bl
19,1,0,0,sub221,,bl
20,0,0,0,sub221,,bl
21,1,0,0,sub221,,bl
22,1,0,0,sub221,,bl
23,1,0,0,sub221,,bl
24,0,0,0,sub221,,bl
25,1,0,0,sub221,,bl
26,0,0,0,sub222,,MA
27,0,0,0,sub222,,MA
28,0,0,0,sub222,,MA
29,1,0,0,sub222,,MA
30,1,0,0,sub222,,MA
31,1,0,0,sub222,,MA
32,1,0,0,sub222,,MA
33,0,0,0,sub222,,MA
34,1,0,0,sub222,,MA
35,1,0,0,sub222,,MA
36,0,0,0,sub222,,MA
37,1,1,0,sub222,,MA
38,1,0,0,sub222,,MA
39,0,1,0,sub222,,MA
40,0,0,0,sub222,,MA
41,0,0,0,sub222,,MA
42,0,0,0,sub222,,MA
43,1,0,0,sub222,,MA
44,0,0,0,sub222,,MA
45,1,1,0,sub222,,MA
46,1,0,0,sub222,,MA
47,1,0,0,sub222,,MA
48,1,0,0,sub222,,MA
49,0,0,0,sub222,,MA
50,0,0,0,sub222,,MA
51,1,0,0,sub222,,MA
52,1,0,0,sub222,,MA
53,0,0,0,sub222,,MA
54,0,0,0,sub222,,MA
55,0,0,0,sub222,,MA
56,1,0,0,sub222,,MA
57,0,0,0,sub222,,MA
58,0,0,0,sub223,,exit
59,1,0,0,sub223,,exit
60,1,0,0,sub223,,exit
61,1,0,0,sub223,,exit
62,0,0,0,sub223,,exit
63,1,1,0,sub223,,exit
64,0,0,0,sub223,,exit
65,0,0,0,sub223,,exit
66,0,0,0,sub223,,exit
67,0,0,0,sub223,,exit
68,0,0,0,sub223,,exit
69,0,0,0,sub223,,exit
70,0,0,0,sub223,,exit
71,1,0,0,sub223,,exit
72,1,1,0,sub223,,exit
73,1,0,0,sub223,,exit
74,0,0,0,sub223,,exit
75,1,0,0,sub223,,exit
76,1,0,0,sub223,,exit
77,1,0,0,sub223,,exit
78,1,1,0,sub223,,exit
79,0,0,0,sub223,,exit
80,0,0,0,sub223,,exit
81,0,0,0,sub223,,exit
82,1,0,0,sub223,,exit
83,1,0,0,sub223,,exit
84,1,1,0,sub223,,exit
85,1,0,0,sub223,,exit
86,0,0,0,sub223,,exit
87,0,0,0,sub223,,exit
88,0,0,0,sub223,,exit
89,1,0,0,sub223,,exit
