trial,inSync,response,isFeedback,srcFile,day,session
0,0,0,0,sub201,,bl
1,0,1,0,sub201,,bl
2,1,1,0,sub201,,bl
3,0,1,0,sub201,,bl
4,1,1,0,sub201,,bl
5,1,1,0,sub201,,bl
6,0,0,0,sub201,,bl
7,0,1,0,sub201,,bl
8,0,1,0,sub201,,bl
9,1,1,0,sub201,,bl
10,0,0,0,sub201,,bl
11,1,1,0,sub201,,bl
12,1,1,0,sub201,,bl
13,1,0,0,sub201,,bl
14,1,1,0,sub201,,bl
15,0,1,0,sub201,,bl
16,1,0,0,sub201,,bl
17,0,1,0,sub201,,bl
18,1,1,0,sub201,,bl
19,0,0,0,sub201,,bl
20,0,0,0,sub202,,MA
21,0,1,0,sub202,,MA
22,1,1,0,sub202,,MA
23,0,0,0,sub202,,MA
24,1,1,0,sub202,,MA
25,0,1,0,sub203,,exit
26,1,1,0,sub203,,exit
27,1,0,0,sub203,,exit
28,1,1,0,sub203,,exit
29,0,1,0,sub203,,exit
30,1,1,0,sub203,,exit
31,0,1,0,sub203,,exit
32,1,1,0,sub203,,exit
33,0,1,0,sub203,,exit
34,1,0,0,sub203,,exit
35,0,1,0,sub203,,exit
36,0,1,0,sub203,,exit
37,0,1,0,sub203,,exit
38,0,1,0,sub203,,exit
39,0,1,0,sub203,,exit
40,1,1,0,sub203,,exit
41,1,0,0,sub203,,exit
42,1,0,0,sub203,,exit
43,0,0,0,sub203,,exit
44,1,1,0,sub203,,exit
