trial,inSync,response,isFeedback,srcFile,day,session
0,0,0,0,sub91,,bl
1,0,0,0,sub91,,bl
2,1,1,0,sub91,,bl
3,0,1,0,sub91,,bl
4,1,1,0,sub91,,bl
5,1,1,0,sub91,,bl
6,0,0,0,sub91,,bl
7,0,1,0,sub91,,bl
8,0,0,0,sub91,,bl
9,0,0,0,sub92,,MA
10,0,0,0,sub92,,MA
11,1,1,0,sub92,,MA
12,0,0,0,sub92,,MA
13,1,1,0,sub92,,MA
14,1,1,0,sub92,,MA
15,0,0,0,sub92,,MA
16,0,1,0,sub92,,MA
17,0,1,0,sub92,,MA
18,1,1,0,sub92,,MA
19,0,1,0,sub92,,MA
20,1,1,0,sub92,,MA
21,1,1,0,sub92,,MA
22,1,1,0,sub92,,MA
23,1,1,0,sub92,,MA
24,0,0,0,sub92,,MA
25,1,1,0,sub92,,MA
26,0,0,0,sub92,,MA
27,1,1,0,sub92,,MA
28,0,1,0,sub92,,MA
29,0,0,0,sub93,,exit
30,0,1,0,sub93,,exit
31,1,1,0,sub93,,exit
32,0,0,0,sub93,,exit
33,1,1,0,sub93,,exit
34,1,1,0,sub93,,exit
35,0,0,0,sub93,,exit
36,0,1,0,sub93,,exit
37,0,0,0,sub93,,exit
38,1,1,0,sub93,,exit
39,0,0,0,sub93,,exit
40,1,1,0,sub93,,exit
41,1,1,0,sub93,,exit
42,1,1,0,sub93,,exit
43,1,1,0,sub93,,exit
44,0,0,0,sub93,,exit
45,1,1,0,sub93,,exit
46,0,0,0,sub93,,exit
47,1,1,0,sub93,,exit
48,0,1,0,sub93,,exit
