trial,inSync,response,isFeedback,srcFile,day,session
0,0,0,0,sub111,,bl
1,0,0,0,sub111,,bl
2,1,1,0,sub111,,bl
3,0,1,0,sub111,,bl
4,1,1,0,sub111,,bl
5,1,1,0,sub111,,bl
6,0,0,0,sub111,,bl
7,0,1,0,sub111,,bl
8,0,1,0,sub111,,bl
9,1,1,0,sub111,,bl
10,0,1,0,sub111,,bl
11,1,1,0,sub111,,bl
12,1,1,0,sub111,,bl
13,1,1,0,sub111,,bl
14,1,1,0,sub111,,bl
15,0,0,0,sub111,,bl
16,1,1,0,sub111,,bl
17,0,0,0,sub111,,bl
18,1,1,0,sub111,,bl
19,0,0,0,sub111,,bl
20,0,0,0,sub113,,exit
21,0,1,0,sub113,,exit
22,1,1,0,sub113,,exit
23,0,0,0,sub113,,exit
24,1,1,0,sub113,,exit
25,1,1,0,sub113,,exit
26,0,1,0,sub113,,exit
27,0,0,0,sub113,,exit
28,0,0,0,sub113,,exit
29,1,1,0,sub113,,exit
30,0,0,0,sub113,,exit
31,1,1,0,sub113,,exit
32,1,1,0,sub113,,exit
33,1,1,0,sub113,,exit
34,1,1,0,sub113,,exit
35,0,0,0,sub113,,exit
36,1,1,0,sub113,,exit
37,0,0,0,sub113,,exit
38,1,1,0,sub113,,exit
39,0,0,0,sub113,,exit
